id,comment,territory
89,"Não dá mais pra aguentar a falta de segurança. anteontem, um rapaz que estuda na PUC foi abordado por dois caras de moto bem perto do Planetário da Gávea,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente.",asfalto
90,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. na subida da passarela de acesso,, os cabos tão quase tocando o chão das vielas. um morador antigo aqui do beco tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",favela
91,"Um abssurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem no beco que dá acesso à quadra de esporte, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",comunidade
92,"A situação da saúde aqui tá precária demais. O posto da Gávea não dá conta de atender todo mundo da favela e do asfalto. eu mesmo com pressa pro serviço foi lá com suspeita de dengue já faz uns três dias e mandaram voltar pra casa e tomar paracetamol sem nem fazer exame de sangue. Uma vergonha esse descaso.",favela
93,"Não dá mais pra aguentar a falta de segurança. logo cedo na segunda-feira, um grupo de estudantes daqui foi abordado por dois caras de moto bem nos arredores da Praça Santos Dumont, no Baixo Gávea,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente.",asfalto
94,"A iluminação pública tá uma vergonha nessa área residencial. em frente ao Shopping da Gávea, tá com várias lâmpadas queimadas nos postes há semanas, deixando a rua num breu completo. minha filha mais nova tem medo de voltar do trabalho de noite. É um perigo danado, a Rioluz precisa fazer a manutenção urgente. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",asfalto
95,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. durante o temporal de ontem, meu vizinho da frente, o Seu Jorge, foi parado voltando do serviço bem perto do valão de esgoto principal, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido.",favela
96,"Morar aqui tá difícil por causa dos problemas crônicos de drenagem pluvial. perto do mirante do Alto da Gávea,, a água fica empossada por dias após qualquer temporal comum. uma vizinha nossa, a Dona Maria, reclama que o mau cheiro de esgoto invade os apartamentos do térreo. Cadê as obras de saneamento e escoamento prometidas pela prefeitura?",alto da gávea
97,"O custo de moradia na Gávea virou uma loucura completa e inacessível. Os aluguéis tão num valor abusivo por causa da especulação imobiliária. meu marido voltando do trabalho mora aqui há mais de dez anos perto de na Rua Vice-Governador Rubens Berardo, e agora tá sendo obrigado a se mudar porque não aguenta mais pagar tão caro por um espaço pequeno. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",asfalto
98,"O posto de saúde da Gávea tá sem o mínimo de estrutura pra atender o bairro. meu filho adolescente precisava de remédio de uso contínuo pra pressão e disseram que tá em falta na farmácia do posto faz dois meses. Pra marcar um exame simples pelo Sisreg é uma novela que demora quase um ano, descaso total.",asfalto
99,"Nossos jovens tão sem perspectiva porque as escolas públicas da comunidade tão abandonadas. Falta professor de matemática e inglês direto. na última terça-feira o filho de minha mãe idosa ficou sem aula e voltou pra casa cedo. Sem educação de qualidade, como que as criança da favela vão vencer na vida?",favela
100,"Os pontos de ônibus perto de perto da associação de moradores, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma senhora de idade que mora aqui perto fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",comunidade
101,"Falta área de lazer e esporte pras crianças e jovens aqui da comunidade. Não temos uma quadra poliesportiva reformada ou uma praça com brinquedos seguros. um rapaz que estuda na PUC vê a garotada jogando bola no meio das vielas apertadas perto de na Travessa do Sol, área residencial, correndo risco de atropelamento por falta de opção.",comunidade
102,"Muitas famílias aqui na comunidade vivem em condições habitacionais mto precárias, em barracos com muita umidade e infiltração perigosa. um morador antigo aqui do beco mora num cômodo pequeno onde chove mais dentro do que fora perto de perto do valão de esgoto principal,. Precisamos de programas sociais de melhoria habitacional.",favela
103,"Um absurdo completo o atendimento de saúde pública na nossa zona. em plena luz do dia ontem, minha irmã com o carrinho de bebê passou muito mal com febre alta e ficamos horas esperando atendimento médico no posto da Gávea. Os profissionais trabalham sobrecarregados e faltam insumos básicos. A prefeitura precisa investir sério. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",alto da gávea
104,"Morar aqui tá difícil por causa dos poblemas crônicos de drenagem pluvial. nas imediações das mansões residenciais,, a água fica empossada por dias após qualquer temporal comum. eu mesmo com pressa pro serviço reclama que o mau cheiro de esgoto invade os apartamentos do térreo. Cadê as obras de saneamento e escoamento prometidas pela prefeitura?",alto da gávea
105,"Não dá mais pra aguentar a falta de segurança. logo cedo na segunda-feira, um grupo de estudantes daqui foi abordado por dois caras de moto bem no cruzamento principal perto do posto de combustível,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente.",asfalto
106,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo na subida da Estrada da Gávea, depois das sete da noite porque o policiamento preventivo sumiu. minha filha mais nova já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",alto da gávea
107,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. perto da entrada do Parque da Cidade,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. meu vizinho da frente, o Seu Jorge, já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",alto da gávea
108,"Os pontos de ônibus perto de na Travessa do Sol, área residencial, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma vizinha nossa, a Dona Maria, fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",comunidade
109,"A situação do CIEP aqui da comunidade tá de dar pena. Prédio precisando de reforma urgente, salas quentes demais e falta de manutenção nos banheiros. meu marido voltando do trabalho estuda lá e conta que faltam livros didáticos básicos. ontem de noite cancelaram a aula mais cedo por falta de água no colégio perto de perto do valão de esgoto principal,. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",favela
110,"Toda vez que cai uma chuva mais forte, as ruas da Gávea alagam por causa dos bueiros entupidos. na semana passada, a água da chuva acumulou tanto perto do Planetário da Gávea, que cobriu as calçada e quase invadiu os comércios. meu filho adolescente teve o carro danificado. A Comlurb precisa limpar essas bocas de lobo urgente.",asfalto
111,"Morar perto do valão é um sofrimento sem fim que ninguém merece. na área baixa perto do canal,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. minha mãe idosa perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",comunidade
112,"A infraestrutura básica passou longe das vielas daqui da favela. perto do ponto final das vans lá em cima,, o acesso é péssimo, sem pavimentação adequada, cheio de valas e lodo acumulado que faz as pessoas escorregarem. uma senhora de idade que mora aqui perto idoso tem muita dificuldade de sair de casa. Falta pavimentação e acessibilidade. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",favela
113,"O transporte público aqui na Gávea tá uma vergonha completa. As linhas de ônibus demoram horas pra passar e vêm superlotadas. anteontem, um rapaz que estuda na PUC mofou no ponto esperando o ônibus na Rua Marquês de São Vicente, bem perto da PUC, pra ir trabalhar e acabou chegando atrasado. Cadê a fiscalização com as empresas de ônibus?",asfalto
114,"Na comunidade a gente sofre quando alguém passa mal. no último sábado de madrugada, um morador antigo aqui do beco teve uma crise forte e a ambulância do Samu se recusou a subir no Beco do Rato, na parte mais alta, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico.",favela
115,"Olha, a situação da segurança tá caótica na Gávea. em frente ao Shopping da Gávea, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. em plena luz do dia ontem teve mais um roubo de celular violento. minha irmã com o carrinho de bebê tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",asfalto
116,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. já faz uns três dias teve tiroteio perto do CIEP e eu mesmo com pressa pro serviço teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",comunidade
